訂票代碼,客戶證號,訂單狀態,乘車日期,訂票張數,起站,迄站
0091443,A279623067,網路付款未取票,2018/04/07,1,5050,4120
0091444,Z158402487,網路付款未取票,2018/04/07,1,1020,7190
0091445,S178166744,網路付款未取票,2018/04/07,1,1040,1000
0091090,U274491035,網路付款未取票,2018/04/07,1,5050,4440
0091091,K277031891,網路付款未取票,2018/04/07,1,5050,4120
0091092,J136247658,網路付款未取票,2018/04/09,3,1020,6050
0091093,U245211845,網路付款未取票,2018/04/08,2,1040,6110
0091094,O204705208,網路付款未取票,2018/04/07,1,5050,4440
0091095,Z249135037,網路付款未取票,2018/04/09,3,5050,7160
0091096,V223625499,網路付款未取票,2018/04/08,2,1020,6220
0091097,E199745084,網路付款未取票,2018/04/07,1,1040,1000
0091098,H217561303,網路付款未取票,2018/04/08,2,5050,4220
0091099,M271765371,網路付款未取票,2018/04/08,2,5050,1160
0091100,Z194126719,網路付款未取票,2018/04/09,3,1020,6050
0091101,T143013437,網路付款未取票,2018/04/09,3,1040,6000
0091102,Z286240882,網路付款未取票,2018/04/09,3,5050,3390
0091103,D118901234,網路付款未取票,2018/04/09,3,5050,7160
0091104,S169590303,網路付款未取票,2018/04/07,1,1020,7190
0091105,R184731103,網路付款未取票,2018/04/08,2,1040,6110
0091106,J291469314,網路付款未取票,2018/04/09,3,5050,3390
0091107,B217245111,網路付款未取票,2018/04/09,3,5050,7160
0091108,B274794124,網路付款未取票,2018/04/08,2,1020,6220
0091109,J204790006,網路付款未取票,2018/04/08,2,1040,6110
0091110,S210816590,網路付款未取票,2018/04/09,3,5050,3390
0091111,G260128564,網路付款未取票,2018/04/09,3,5050,7160
0091112,F198163418,網路付款未取票,2018/04/09,3,1020,6050
0091113,P111290559,網路付款未取票,2018/04/09,3,1040,6000
0091114,G259499472,網路付款未取票,2018/04/07,1,5050,4440
0091115,Z131652312,網路付款未取票,2018/04/09,3,5050,7160
0091116,T136248297,網路付款未取票,2018/04/08,2,1020,6220
0091117,G297045834,網路付款未取票,2018/04/08,2,1040,6110
0091118,A297025836,網路付款未取票,2018/04/09,3,5050,3390
0091119,T244938033,網路付款未取票,2018/04/08,2,5050,1160
0091120,L247637983,網路付款未取票,2018/04/08,2,1020,6220
0091121,G241595803,網路付款未取票,2018/04/08,2,1040,6110
0091122,M238271432,網路付款未取票,2018/04/09,3,5050,3390
0091123,F214316064,網路付款未取票,2018/04/08,2,5050,1160
0091124,R214316830,網路付款未取票,2018/04/09,3,1020,6050
0091125,R224818574,網路付款未取票,2018/04/09,3,1040,6000
0091126,Z195048018,網路付款未取票,2018/04/07,1,5050,4440
0091127,G261870263,網路付款未取票,2018/04/07,1,5050,4120
0091128,D169439483,網路付款未取票,2018/04/09,3,1020,6050
0091129,L220441590,網路付款未取票,2018/04/07,1,1040,1000
0091130,B182675485,網路付款未取票,2018/04/07,1,5050,4440
0091131,G206695655,網路付款未取票,2018/04/08,2,5050,1160
0091132,Q152262669,網路付款未取票,2018/04/09,3,1020,6050
0091133,O117344459,網路付款未取票,2018/04/07,1,1040,1000
0091134,V139214259,網路付款未取票,2018/04/07,1,5050,4440
0091135,A238013645,網路付款未取票,2018/04/07,1,5050,4120
0091136,Z234276254,網路付款未取票,2018/04/09,3,1020,6050
0091137,K122541617,網路付款未取票,2018/04/08,2,1040,6110
0091138,I279853236,網路付款未取票,2018/04/09,3,5050,3390
0091139,G270111473,網路付款未取票,2018/04/09,3,5050,7160
0091140,O127837505,網路付款未取票,2018/04/07,1,1020,7190
0091141,U161850037,網路付款未取票,2018/04/08,2,1040,6110
0091142,D195289851,網路付款未取票,2018/04/07,1,5050,4440
0091143,E213833690,網路付款未取票,2018/04/08,2,5050,1160
0091144,L243412588,網路付款未取票,2018/04/09,3,1020,6050
0091145,G261806772,網路付款未取票,2018/04/07,1,1040,1000
0091146,L145442402,網路付款未取票,2018/04/09,3,5050,3390
0091147,H152230787,網路付款未取票,2018/04/07,1,5050,4120
0091148,D163806579,網路付款未取票,2018/04/08,2,1020,6220
0091149,S124304690,網路付款未取票,2018/04/08,2,1040,6110
0091150,V188061179,網路付款未取票,2018/04/09,3,5050,3390
0091151,K186244019,網路付款未取票,2018/04/07,1,5050,4120
0091152,A195937788,網路付款未取票,2018/04/07,1,1020,7190
0091153,G185259219,網路付款未取票,2018/04/07,1,1040,1000
0091154,N152035679,網路付款未取票,2018/04/09,3,5050,3390
0091155,D232767932,網路付款未取票,2018/04/08,2,5050,1160
0091156,V208285837,網路付款未取票,2018/04/09,3,1020,6050
0091157,M184388573,網路付款未取票,2018/04/08,2,1040,6110
0091158,D205438975,網路付款未取票,2018/04/09,3,5050,3390
0091159,Q176370837,網路付款未取票,2018/04/08,2,5050,1160
0091160,Z113074034,網路付款未取票,2018/04/09,3,1020,6050
0091161,L225697378,網路付款未取票,2018/04/08,2,1040,6110
0091162,G172864279,網路付款未取票,2018/04/09,3,5050,3390
0091163,F145180092,網路付款未取票,2018/04/08,2,5050,1160
0091164,F222868808,網路付款未取票,2018/04/09,3,1020,6050
0091165,H178262985,網路付款未取票,2018/04/08,2,1040,6110
0091166,C211787273,網路付款未取票,2018/04/08,2,5050,4220
0091167,L121161722,網路付款未取票,2018/04/07,1,5050,4120
0091168,H233466858,網路付款未取票,2018/04/08,2,1020,6220
0091169,N118863782,網路付款未取票,2018/04/07,1,1040,1000
0091170,B288878660,網路付款未取票,2018/04/09,3,5050,3390
0091171,M148986617,網路付款未取票,2018/04/08,2,5050,1160
0091172,A272856013,網路付款未取票,2018/04/08,2,1020,6220
0091173,V180722559,網路付款未取票,2018/04/08,2,1040,6110
0091174,J182490694,網路付款未取票,2018/04/08,2,5050,4220
0091175,S299845288,網路付款未取票,2018/04/08,2,5050,1160
0091176,F216185450,網路付款未取票,2018/04/09,3,1020,6050
0091177,J177230800,網路付款未取票,2018/04/07,1,1040,1000
0091178,C160463599,網路付款未取票,2018/04/07,1,5050,4440
0091179,D212524762,網路付款未取票,2018/04/09,3,5050,7160
0091180,E285051811,網路付款未取票,2018/04/08,2,1020,6220
0091181,A223630876,網路付款未取票,2018/04/09,3,1040,6000
0091182,Z143496753,網路付款未取票,2018/04/08,2,5050,4220
0091183,I211012931,網路付款未取票,2018/04/08,2,5050,1160
0091184,S166109499,網路付款未取票,2018/04/08,2,1020,6220
0091185,O275820312,網路付款未取票,2018/04/08,2,1040,6110
0091186,F143848831,網路付款未取票,2018/04/08,2,5050,4220
0091187,Q121435310,網路付款未取票,2018/04/09,3,5050,7160
0091188,S224727300,網路付款未取票,2018/04/09,3,1020,6050
0091189,Z136816156,網路付款未取票,2018/04/07,1,1040,1000
0091190,L225385953,網路付款未取票,2018/04/09,3,5050,3390
0091191,P209832530,網路付款未取票,2018/04/08,2,5050,1160
0091192,Z175734317,網路付款未取票,2018/04/08,2,1020,6220
0091193,K261293161,網路付款未取票,2018/04/09,3,1040,6000
0091194,R196834922,網路付款未取票,2018/04/07,1,5050,4440
0091195,H273546639,網路付款未取票,2018/04/07,1,5050,4120
0091196,E140441991,網路付款未取票,2018/04/09,3,1020,6050
0091197,C298960970,網路付款未取票,2018/04/07,1,1040,1000
0091198,U103035914,網路付款未取票,2018/04/09,3,5050,3390
0091199,T114614573,網路付款未取票,2018/04/09,3,5050,7160
0091200,L128866551,網路付款未取票,2018/04/09,3,1020,6050
0091201,P207002329,網路付款未取票,2018/04/08,2,1040,6110
0091202,O146256137,網路付款未取票,2018/04/09,3,5050,3390
0091203,N168148758,網路付款未取票,2018/04/08,2,5050,1160
0091204,G235376178,網路付款未取票,2018/04/08,2,1020,6220
0091205,M272151175,網路付款未取票,2018/04/08,2,1040,6110
0091206,J186041357,網路付款未取票,2018/04/08,2,5050,4220
0091207,T291154236,網路付款未取票,2018/04/09,3,5050,7160
0091208,T207101214,網路付款未取票,2018/04/08,2,1020,6220
0091209,O253444130,網路付款未取票,2018/04/09,3,1040,6000
0091210,K251790457,網路付款未取票,2018/04/08,2,5050,4220
0091211,Z135420174,網路付款未取票,2018/04/08,2,5050,1160
0091212,J108758495,網路付款未取票,2018/04/09,3,1020,6050
0091213,S169208300,網路付款未取票,2018/04/08,2,1040,6110
0091214,Z103979237,網路付款未取票,2018/04/07,1,5050,4440
0091215,O165254608,網路付款未取票,2018/04/08,2,5050,1160
0091216,M112843810,網路付款未取票,2018/04/09,3,1020,6050
0091217,A234125617,網路付款未取票,2018/04/09,3,1040,6000
0091218,G189458370,網路付款未取票,2018/04/07,1,5050,4440
0091219,R274491470,網路付款未取票,2018/04/08,2,5050,1160
0091220,L106820435,網路付款未取票,2018/04/09,3,1020,6050
0091221,L282234671,網路付款未取票,2018/04/07,1,1040,1000
0091222,J119902383,網路付款未取票,2018/04/08,2,5050,4220
0091223,L152019842,網路付款未取票,2018/04/09,3,5050,7160
0091224,Z240246548,網路付款未取票,2018/04/08,2,1020,6220
0091225,P174245385,網路付款未取票,2018/04/07,1,1040,1000
0091226,M130020628,網路付款未取票,2018/04/08,2,5050,4220
0091227,R234719980,網路付款未取票,2018/04/09,3,5050,7160
0091228,N156341329,網路付款未取票,2018/04/09,3,1020,6050
0091229,O259473171,網路付款未取票,2018/04/07,1,1040,1000
0091230,A262994220,網路付款未取票,2018/04/09,3,5050,3390
0091231,R270278720,網路付款未取票,2018/04/09,3,5050,7160
0091232,Z149553220,網路付款未取票,2018/04/07,1,1020,7190
0091233,T137510907,網路付款未取票,2018/04/09,3,1040,6000
0090946,G162830252,網路付款未取票,2018/04/09,3,5050,3390
0090947,V221047308,網路付款未取票,2018/04/07,1,5050,4120
0090948,A210570245,網路付款未取票,2018/04/09,3,1020,6050
0090949,Q272216147,網路付款未取票,2018/04/09,3,1040,6000
0090950,D198374919,網路付款未取票,2018/04/08,2,5050,4220
0090951,S193603891,網路付款未取票,2018/04/07,1,5050,4120
0090952,T133221730,網路付款未取票,2018/04/07,1,1020,7190
0090953,C126557703,網路付款未取票,2018/04/07,1,1040,1000
0090954,R243095144,網路付款未取票,2018/04/08,2,5050,4220
0090955,B198507658,網路付款未取票,2018/04/07,1,5050,4120
0090956,B194577190,網路付款未取票,2018/04/09,3,1020,6050
0090957,N170185109,網路付款未取票,2018/04/07,1,1040,1000
0090958,N170453353,網路付款未取票,2018/04/08,2,5050,4220
0090959,G237130830,網路付款未取票,2018/04/08,2,5050,1160
0090960,O126097936,網路付款未取票,2018/04/07,1,1020,7190
0090961,P248420118,網路付款未取票,2018/04/08,2,1040,6110
0090962,J209499915,網路付款未取票,2018/04/09,3,5050,3390
0090963,Q143621089,網路付款未取票,2018/04/09,3,5050,7160
0091234,V220003320,網路付款未取票,2018/04/09,3,5050,3390
0091235,T106106455,網路付款未取票,2018/04/08,2,5050,1160
0091236,T266274029,網路付款未取票,2018/04/08,2,1020,6220
0091237,Z257389996,網路付款未取票,2018/04/09,3,1040,6000
0091238,A281167314,網路付款未取票,2018/04/08,2,5050,4220
0091239,N240929202,網路付款未取票,2018/04/07,1,5050,4120
0091240,U148498799,網路付款未取票,2018/04/09,3,1020,6050
0091241,M263178846,網路付款未取票,2018/04/07,1,1040,1000
0091242,R114059294,網路付款未取票,2018/04/07,1,5050,4440
0091243,K102158447,網路付款未取票,2018/04/09,3,5050,7160
0091244,O140959951,網路付款未取票,2018/04/07,1,1020,7190
0091245,I256093901,網路付款未取票,2018/04/09,3,1040,6000
0091246,H250645577,網路付款未取票,2018/04/09,3,5050,3390
0091247,B279142282,網路付款未取票,2018/04/09,3,5050,7160
0091248,S181616306,網路付款未取票,2018/04/08,2,1020,6220
0091249,N177242107,網路付款未取票,2018/04/08,2,1040,6110
0091250,Z235262549,網路付款未取票,2018/04/08,2,5050,4220
0091251,A128442025,網路付款未取票,2018/04/08,2,5050,1160
0090964,G264023328,網路付款未取票,2018/04/09,3,1020,6050
0090965,M148832785,網路付款未取票,2018/04/09,3,1040,6000
0090966,N215211215,網路付款未取票,2018/04/07,1,5050,4440
0090967,O109241690,網路付款未取票,2018/04/07,1,5050,4120
0090968,K236734757,網路付款未取票,2018/04/09,3,1020,6050
0090969,B100250093,網路付款未取票,2018/04/08,2,1040,6110
0090970,U251485173,網路付款未取票,2018/04/07,1,5050,4440
0090971,O243600813,網路付款未取票,2018/04/08,2,5050,1160
0090972,H299206667,網路付款未取票,2018/04/08,2,1020,6220
0090973,J202565470,網路付款未取票,2018/04/08,2,1040,6110
0090974,K260838862,網路付款未取票,2018/04/09,3,5050,3390
0090975,Q258768386,網路付款未取票,2018/04/07,1,5050,4120
0090976,R127214843,網路付款未取票,2018/04/08,2,1020,6220
0090977,V130761926,網路付款未取票,2018/04/09,3,1040,6000
0090978,O164830328,網路付款未取票,2018/04/08,2,5050,4220
0090979,J191251034,網路付款未取票,2018/04/07,1,5050,4120
0090980,G225050265,網路付款未取票,2018/04/07,1,1020,7190
0090981,I144977203,網路付款未取票,2018/04/07,1,1040,1000
0091252,Z273826823,網路付款未取票,2018/04/07,1,1020,7190
0091253,J278371848,網路付款未取票,2018/04/07,1,1040,1000
0091254,R152536414,網路付款未取票,2018/04/08,2,5050,4220
0091255,U184589611,網路付款未取票,2018/04/08,2,5050,1160
0091256,N247645736,網路付款未取票,2018/04/09,3,1020,6050
0091257,K108076211,網路付款未取票,2018/04/09,3,1040,6000
0091258,Q111800805,網路付款未取票,2018/04/07,1,5050,4440
0091259,M273065794,網路付款未取票,2018/04/08,2,5050,1160
0091260,C228194420,網路付款未取票,2018/04/07,1,1020,7190
0091261,A284638785,網路付款未取票,2018/04/07,1,1040,1000
0091262,U119476618,網路付款未取票,2018/04/09,3,5050,3390
0091263,C252624928,網路付款未取票,2018/04/09,3,5050,7160
0091264,D120466955,網路付款未取票,2018/04/07,1,1020,7190
0091265,U236533972,網路付款未取票,2018/04/07,1,1040,1000
0091266,D200389931,網路付款未取票,2018/04/09,3,5050,3390
0091267,I206813033,網路付款未取票,2018/04/09,3,5050,7160
0091268,T157715104,網路付款未取票,2018/04/09,3,1020,6050
0091269,K229985637,網路付款未取票,2018/04/08,2,1040,6110
0091325,M232049810,網路付款未取票,2018/04/08,2,1040,6110
0091326,R122861753,網路付款未取票,2018/04/07,1,5050,4440
0091327,J114352310,網路付款未取票,2018/04/08,2,5050,1160
0091328,A150529917,網路付款未取票,2018/04/07,1,1020,7190
0091329,H161564483,網路付款未取票,2018/04/07,1,1040,1000
0091330,P113505900,網路付款未取票,2018/04/08,2,5050,4220
0091331,N200284224,網路付款未取票,2018/04/08,2,5050,1160
0091332,D264169228,網路付款未取票,2018/04/09,3,1020,6050
0091333,D281749159,網路付款未取票,2018/04/08,2,1040,6110
0091334,T179529228,網路付款未取票,2018/04/09,3,5050,3390
0091335,C188722135,網路付款未取票,2018/04/07,1,5050,4120
0091336,I233361022,網路付款未取票,2018/04/09,3,1020,6050
0091337,A281420192,網路付款未取票,2018/04/08,2,1040,6110
0091338,Z100955182,網路付款未取票,2018/04/08,2,5050,4220
0091339,N152682258,網路付款未取票,2018/04/08,2,5050,1160
0091340,Z207250280,網路付款未取票,2018/04/07,1,1020,7190
0091341,E174723233,網路付款未取票,2018/04/09,3,1040,6000
0091342,I106961818,網路付款未取票,2018/04/09,3,5050,3390
0090982,S128655018,網路付款未取票,2018/04/08,2,5050,4220
0090983,R108191727,網路付款未取票,2018/04/07,1,5050,4120
0090984,T156458495,網路付款未取票,2018/04/08,2,1020,6220
0090985,D175399187,網路付款未取票,2018/04/09,3,1040,6000
0090986,E139026924,網路付款未取票,2018/04/08,2,5050,4220
0090987,J186576891,網路付款未取票,2018/04/07,1,5050,4120
0090988,D212788695,網路付款未取票,2018/04/07,1,1020,7190
0090989,O145221050,網路付款未取票,2018/04/08,2,1040,6110
0090990,K119436385,網路付款未取票,2018/04/09,3,5050,3390
0090991,L142214406,網路付款未取票,2018/04/07,1,5050,4120
0090992,C210222291,網路付款未取票,2018/04/07,1,1020,7190
0090993,O138702282,網路付款未取票,2018/04/09,3,1040,6000
0090994,Z287956012,網路付款未取票,2018/04/08,2,5050,4220
0090995,D247564541,網路付款未取票,2018/04/09,3,5050,7160
0090996,P113404088,網路付款未取票,2018/04/07,1,1020,7190
0090997,S106544374,網路付款未取票,2018/04/07,1,1040,1000
0090998,S131633357,網路付款未取票,2018/04/08,2,5050,4220
0090999,E156800639,網路付款未取票,2018/04/09,3,5050,7160
0091270,T298564481,網路付款未取票,2018/04/09,3,5050,3390
0091271,H155956671,網路付款未取票,2018/04/09,3,5050,7160
0091272,B191303634,網路付款未取票,2018/04/07,1,1020,7190
0091273,M148950680,網路付款未取票,2018/04/07,1,1040,1000
0091274,F119751534,網路付款未取票,2018/04/08,2,5050,4220
