訂票代碼,客戶證號,訂單狀態,乘車日期,訂票張數,起站,迄站
0075557,I114073541,預訂,2018/1/6,2,5050,1160
0075558,S124424222,預訂,2018/1/7,3,5050,7160
0075559,B146491287,預訂,2018/1/6,2,5050,1160
0075560,Z130217300,預訂,2018/1/6,2,5050,1160
0075561,Z286705486,預訂,2018/1/7,3,5050,7160
0075562,S125961028,預訂,2018/1/7,3,5050,7160
0075563,P264575921,預訂,2018/1/5,1,5050,4120
0075564,V150742310,預訂,2018/1/6,2,5050,1160
0075565,H100963608,預訂,2018/1/7,3,5050,7160
0075566,P170820499,預訂,2018/1/5,1,5050,4120
0075835,F287428348,預訂,2018/1/5,1,5050,4120
0075836,U277606378,預訂,2018/1/7,3,5050,7160
0075837,V102020938,預訂,2018/1/6,2,5050,1160
0075838,A267875560,預訂,2018/1/6,2,5050,1160
0075839,S123837823,預訂,2018/1/6,2,5050,1160
0075840,I207213046,預訂,2018/1/7,3,5050,7160
0075841,A210750403,預訂,2018/1/5,1,5050,4120
0075842,F236416670,預訂,2018/1/7,3,5050,7160
0075843,G224677799,預訂,2018/1/7,3,5050,7160
0075844,A152475387,預訂,2018/1/6,2,5050,1160
0075845,J219603823,預訂,2018/1/7,3,5050,7160
0075846,M266650354,預訂,2018/1/5,1,5050,4120
0075847,J179060833,預訂,2018/1/6,2,5050,1160
0075848,Z297334304,預訂,2018/1/7,3,5050,7160
0075849,M210024319,預訂,2018/1/6,2,5050,1160
0075850,V171143184,預訂,2018/1/6,2,5050,1160
0075851,N185985219,預訂,2018/1/5,1,5050,4120
0075852,M206944513,預訂,2018/1/5,1,5050,4120
0075013,U274214770,預訂,2018/1/6,2,5050,1160
0075014,V198126436,預訂,2018/1/7,3,5050,7160
0075015,O202630600,預訂,2018/1/6,2,5050,1160
0075016,R219558052,預訂,2018/1/7,3,5050,7160
0075017,F277053106,預訂,2018/1/5,1,5050,4120
0075018,F186430913,預訂,2018/1/7,3,5050,7160
0075019,K264428148,預訂,2018/1/5,1,5050,4120
0075020,M176401576,預訂,2018/1/5,1,5050,4120
0075022,P194314774,預訂,2018/1/7,3,5050,7160
0075025,C139832831,預訂,2018/1/5,1,5050,4120
0075026,K150096896,預訂,2018/1/7,3,5050,7160
0075030,B218625346,預訂,2018/1/6,2,5050,1160
0075032,V100633848,預訂,2018/1/7,3,5050,7160
0075035,T217394258,預訂,2018/1/6,2,5050,1160
0075037,G174867509,預訂,2018/1/5,1,5050,4120
0075039,S216837682,預訂,2018/1/6,2,5050,1160
0075041,D206860971,預訂,2018/1/5,1,5050,4120
0075042,F262385191,預訂,2018/1/7,3,5050,7160
0075329,J100445544,預訂,2018/1/6,2,5050,1160
0075330,K186811592,預訂,2018/1/7,3,5050,7160
0075331,T179835696,預訂,2018/1/5,1,5050,4120
0075332,G216761657,預訂,2018/1/6,2,5050,1160
0075333,B211573125,預訂,2018/1/5,1,5050,4120
0075334,E161091946,預訂,2018/1/7,3,5050,7160
0075335,M227658218,預訂,2018/1/6,2,5050,1160
0075336,L161771686,預訂,2018/1/5,1,5050,4120
0075337,J188069915,預訂,2018/1/7,3,5050,7160
0075338,G284879219,預訂,2018/1/5,1,5050,4120
0075339,Q240764338,預訂,2018/1/7,3,5050,7160
0075340,I155367455,預訂,2018/1/6,2,5050,1160
0075341,N236625513,預訂,2018/1/7,3,5050,7160
0075342,P264721807,預訂,2018/1/7,3,5050,7160
0075343,H274090485,預訂,2018/1/7,3,5050,7160
0075344,O289523951,預訂,2018/1/7,3,5050,7160
0075345,G171494979,預訂,2018/1/7,3,5050,7160
0075346,C260543405,預訂,2018/1/6,2,5050,1160
0075567,U152417560,預訂,2018/1/6,2,5050,1160
0075568,E266270083,預訂,2018/1/5,1,5050,4120
0075569,N280254355,預訂,2018/1/5,1,5050,4120
0075570,Z278445391,預訂,2018/1/5,1,5050,4120
0075571,V226988091,預訂,2018/1/5,1,5050,4120
0075572,G239560103,預訂,2018/1/7,3,5050,7160
0075573,Q241455838,預訂,2018/1/7,3,5050,7160
0075574,H272962835,預訂,2018/1/7,3,5050,7160
0075575,F178652549,預訂,2018/1/5,1,5050,4120
0075576,G241876563,預訂,2018/1/6,2,5050,1160
0075577,B170608447,預訂,2018/1/6,2,5050,1160
0075578,T106689511,預訂,2018/1/5,1,5050,4120
0075579,Z290611826,預訂,2018/1/6,2,5050,1160
0075580,Q124987937,預訂,2018/1/5,1,5050,4120
0075581,Z229761620,預訂,2018/1/7,3,5050,7160
0075582,L182138850,預訂,2018/1/6,2,5050,1160
0075583,S100213192,預訂,2018/1/6,2,5050,1160
0075584,L143840231,預訂,2018/1/5,1,5050,4120
0075853,A247543745,預訂,2018/1/6,2,5050,1160
0075854,M122324439,預訂,2018/1/7,3,5050,7160
0075858,C113321673,預訂,2018/1/6,2,5050,1160
0075855,Z115640509,預訂,2018/1/5,1,5050,4120
0075857,D130889362,預訂,2018/1/6,2,5050,1160
0075859,O172751416,預訂,2018/1/5,1,5050,4120
0075860,G246268089,預訂,2018/1/5,1,5050,4120
0075861,J113168618,預訂,2018/1/7,3,5050,7160
0075862,M242960915,預訂,2018/1/6,2,5050,1160
0075863,U232984259,預訂,2018/1/7,3,5050,7160
0075864,M135906007,預訂,2018/1/5,1,5050,4120
0075865,R228298407,預訂,2018/1/5,1,5050,4120
0075866,L201728385,預訂,2018/1/5,1,5050,4120
0075867,G265318353,預訂,2018/1/7,3,5050,7160
0075868,E109798015,預訂,2018/1/7,3,5050,7160
0075869,K123283589,預訂,2018/1/7,3,5050,7160
0075870,C108355952,預訂,2018/1/5,1,5050,4120
0075871,V194416706,預訂,2018/1/6,2,5050,1160
0075045,U284457518,預訂,2018/1/6,2,5050,1160
0075047,T153626919,預訂,2018/1/6,2,5050,1160
0075048,O160106661,預訂,2018/1/6,2,5050,1160
0075049,L165974781,預訂,2018/1/6,2,5050,1160
0075051,P133651083,預訂,2018/1/7,3,5050,7160
0075053,I240615035,預訂,2018/1/5,1,5050,4120
0075054,J247280732,預訂,2018/1/5,1,5050,4120
0075056,P108402572,預訂,2018/1/7,3,5050,7160
0075057,S131930977,預訂,2018/1/7,3,5050,7160
0075059,B239548004,預訂,2018/1/5,1,5050,4120
0075061,B123153506,預訂,2018/1/5,1,5050,4120
0075062,G108261280,預訂,2018/1/6,2,5050,1160
0075064,P183136728,預訂,2018/1/5,1,5050,4120
0075065,S232272814,預訂,2018/1/7,3,5050,7160
0075066,C297245385,預訂,2018/1/5,1,5050,4120
0075067,S195759298,預訂,2018/1/5,1,5050,4120
0075068,C187027793,預訂,2018/1/6,2,5050,1160
0075069,B213947776,預訂,2018/1/7,3,5050,7160
0075347,Q121591162,預訂,2018/1/5,1,5050,4120
0075348,J291622893,預訂,2018/1/6,2,5050,1160
0075349,Q132835719,預訂,2018/1/5,1,5050,4120
0075350,Z145857423,預訂,2018/1/5,1,5050,4120
0075351,U196989023,預訂,2018/1/6,2,5050,1160
0075352,N106520692,預訂,2018/1/5,1,5050,4120
0075353,H252045806,預訂,2018/1/7,3,5050,7160
0075354,B208771788,預訂,2018/1/5,1,5050,4120
0075355,T284646845,預訂,2018/1/5,1,5050,4120
0075356,Q130451377,預訂,2018/1/7,3,5050,7160
0075357,J108106302,預訂,2018/1/6,2,5050,1160
0075358,U243245709,預訂,2018/1/6,2,5050,1160
0075359,U215623766,預訂,2018/1/5,1,5050,4120
0075360,T145035753,預訂,2018/1/7,3,5050,7160
0075361,P288826201,預訂,2018/1/6,2,5050,1160
0075362,E100247053,預訂,2018/1/6,2,5050,1160
0075363,A165884023,預訂,2018/1/6,2,5050,1160
0075364,I112477130,預訂,2018/1/6,2,5050,1160
0075585,T269283253,預訂,2018/1/5,1,5050,4120
0075586,D259322919,預訂,2018/1/6,2,5050,1160
0075587,H139523805,預訂,2018/1/5,1,5050,4120
0075588,G189975036,預訂,2018/1/6,2,5050,1160
0075589,Z234828981,預訂,2018/1/5,1,5050,4120
0075590,A249372388,預訂,2018/1/6,2,5050,1160
0075591,F165243107,預訂,2018/1/5,1,5050,4120
0075592,G284803706,預訂,2018/1/7,3,5050,7160
0075593,D152002001,預訂,2018/1/6,2,5050,1160
0075594,C265509207,預訂,2018/1/7,3,5050,7160
0075595,C214525748,預訂,2018/1/6,2,5050,1160
0075596,T253993248,預訂,2018/1/5,1,5050,4120
0075597,L195869257,預訂,2018/1/5,1,5050,4120
0075598,Z220642044,預訂,2018/1/6,2,5050,1160
0075599,Z277622796,預訂,2018/1/7,3,5050,7160
0075600,M299866504,預訂,2018/1/6,2,5050,1160
0075601,I109680687,預訂,2018/1/7,3,5050,7160
0075602,E216401216,預訂,2018/1/5,1,5050,4120
0075872,A197402117,預訂,2018/1/7,3,5050,7160
0075873,I258937755,預訂,2018/1/5,1,5050,4120
0075874,F132206381,預訂,2018/1/6,2,5050,1160
0075875,F153016118,預訂,2018/1/6,2,5050,1160
0075876,B246716218,預訂,2018/1/5,1,5050,4120
0075877,R173257669,預訂,2018/1/6,2,5050,1160
0075878,G261953927,預訂,2018/1/6,2,5050,1160
0075879,R236977186,預訂,2018/1/7,3,5050,7160
0075880,M221908595,預訂,2018/1/7,3,5050,7160
0075881,K153144755,預訂,2018/1/6,2,5050,1160
0075882,T263923801,預訂,2018/1/6,2,5050,1160
0075883,I228688990,預訂,2018/1/6,2,5050,1160
0075884,B244788574,預訂,2018/1/7,3,5050,7160
0075885,B210216587,預訂,2018/1/7,3,5050,7160
0075886,P174073843,預訂,2018/1/5,1,5050,4120
0075887,F183612708,預訂,2018/1/5,1,5050,4120
0075888,A214245823,預訂,2018/1/5,1,5050,4120
0075889,P153325888,預訂,2018/1/6,2,5050,1160
0075071,K287331568,預訂,2018/1/6,2,5050,1160
0075072,P267415048,預訂,2018/1/7,3,5050,7160
0075073,B236373729,預訂,2018/1/5,1,5050,4120
0075074,S252152911,預訂,2018/1/7,3,5050,7160
0075075,A119287052,預訂,2018/1/5,1,5050,4120
0075076,Q273037908,預訂,2018/1/6,2,5050,1160
0075077,M224119983,預訂,2018/1/7,3,5050,7160
0075078,A236592330,預訂,2018/1/7,3,5050,7160
0075079,G262524224,預訂,2018/1/5,1,5050,4120
0075080,Z284786858,預訂,2018/1/7,3,5050,7160
0075081,J166729672,預訂,2018/1/7,3,5050,7160
0075082,T250653514,預訂,2018/1/7,3,5050,7160
0075083,S105037290,預訂,2018/1/5,1,5050,4120
0075084,B171552908,預訂,2018/1/5,1,5050,4120
0075085,H238179029,預訂,2018/1/5,1,5050,4120
0075086,K146362029,預訂,2018/1/7,3,5050,7160
0075087,O259594193,預訂,2018/1/7,3,5050,7160
0075088,I119735233,預訂,2018/1/7,3,5050,7160
0075365,J198630122,預訂,2018/1/5,1,5050,4120
0075366,D105063154,預訂,2018/1/5,1,5050,4120
0075367,K242318232,預訂,2018/1/7,3,5050,7160
0075368,Z205801565,預訂,2018/1/7,3,5050,7160
0075369,T244641204,預訂,2018/1/7,3,5050,7160
0075370,T171614515,預訂,2018/1/6,2,5050,1160
0075371,V170250242,預訂,2018/1/6,2,5050,1160
0075372,G106397312,預訂,2018/1/5,1,5050,4120
0075373,F167437385,預訂,2018/1/7,3,5050,7160
0075374,O220262744,預訂,2018/1/5,1,5050,4120
0075375,C117416084,預訂,2018/1/5,1,5050,4120
0075376,U285938245,預訂,2018/1/7,3,5050,7160
0075377,I286910237,預訂,2018/1/7,3,5050,7160
0075378,V177444475,預訂,2018/1/5,1,5050,4120
0075379,E181607539,預訂,2018/1/7,3,5050,7160
0075380,T282190199,預訂,2018/1/6,2,5050,1160
0075381,U171583712,預訂,2018/1/6,2,5050,1160
0075382,B110038447,預訂,2018/1/6,2,5050,1160
0075603,H135334633,預訂,2018/1/6,2,5050,1160
0075604,O195007439,預訂,2018/1/5,1,5050,4120
0075605,K277604929,預訂,2018/1/5,1,5050,4120
0075606,M194730294,預訂,2018/1/6,2,5050,1160
0075607,D190914671,預訂,2018/1/6,2,5050,1160
0075608,P131998707,預訂,2018/1/6,2,5050,1160
0075609,S170654005,預訂,2018/1/7,3,5050,7160
0075610,F150929163,預訂,2018/1/6,2,5050,1160
0075611,U207712094,預訂,2018/1/6,2,5050,1160
0075612,B250677242,預訂,2018/1/6,2,5050,1160
0075613,G239286755,預訂,2018/1/6,2,5050,1160
0075614,D226720281,預訂,2018/1/5,1,5050,4120
0075615,E167715614,預訂,2018/1/5,1,5050,4120
0075616,M117743548,預訂,2018/1/7,3,5050,7160
0075617,Q144042251,預訂,2018/1/5,1,5050,4120
0075618,D283420880,預訂,2018/1/7,3,5050,7160
0075619,F233603797,預訂,2018/1/6,2,5050,1160
0075620,Q268108669,預訂,2018/1/6,2,5050,1160
0075890,L258855488,預訂,2018/1/7,3,5050,7160
0075891,H103100265,預訂,2018/1/7,3,5050,7160
0075892,C118419525,預訂,2018/1/7,3,5050,7160
0075893,R244365994,預訂,2018/1/7,3,5050,7160
0075894,M160985810,預訂,2018/1/7,3,5050,7160
0075895,O162150434,預訂,2018/1/6,2,5050,1160
0075896,T167895422,預訂,2018/1/7,3,5050,7160
0075897,M109010423,預訂,2018/1/5,1,5050,4120
0075898,V163019802,預訂,2018/1/5,1,5050,4120
0075899,F288040008,預訂,2018/1/5,1,5050,4120
0075900,G250967899,預訂,2018/1/7,3,5050,7160
0075901,N154591321,預訂,2018/1/6,2,5050,1160
0075902,P185289866,預訂,2018/1/7,3,5050,7160
0075903,H239519616,預訂,2018/1/6,2,5050,1160
0075904,V182433859,預訂,2018/1/5,1,5050,4120
0075905,T217804820,預訂,2018/1/5,1,5050,4120
0075906,K195117490,預訂,2018/1/5,1,5050,4120
0075089,F123802839,預訂,2018/1/5,1,5050,4120
0075090,A124151694,預訂,2018/1/5,1,5050,4120
0075091,B163475385,預訂,2018/1/7,3,5050,7160
0075092,U111100297,預訂,2018/1/6,2,5050,1160
0075093,C280789354,預訂,2018/1/5,1,5050,4120
0075094,P163165812,預訂,2018/1/6,2,5050,1160
0075095,K228508092,預訂,2018/1/7,3,5050,7160
0075096,D294533183,預訂,2018/1/7,3,5050,7160
0075097,B232989285,預訂,2018/1/5,1,5050,4120
0075098,G273513504,預訂,2018/1/5,1,5050,4120
0075099,C120985409,預訂,2018/1/5,1,5050,4120
0075100,N143162789,預訂,2018/1/6,2,5050,1160
0075101,A166442010,預訂,2018/1/6,2,5050,1160
0075102,B188854006,預訂,2018/1/6,2,5050,1160
0075103,P125708671,預訂,2018/1/5,1,5050,4120
0075104,V179458548,預訂,2018/1/5,1,5050,4120
0075105,B113215348,預訂,2018/1/6,2,5050,1160
0075107,J219382070,預訂,2018/1/5,1,5050,4120
0075383,O194954144,預訂,2018/1/6,2,5050,1160
0075384,S219278363,預訂,2018/1/6,2,5050,1160
0075385,D297559483,預訂,2018/1/5,1,5050,4120
0075386,H266395195,預訂,2018/1/7,3,5050,7160
0075387,J203618569,預訂,2018/1/7,3,5050,7160
0075388,U278395641,預訂,2018/1/7,3,5050,7160
0075389,P274634320,預訂,2018/1/7,3,5050,7160
0075390,R215420619,預訂,2018/1/5,1,5050,4120
0075391,O109052460,預訂,2018/1/7,3,5050,7160
0075392,Z231052047,預訂,2018/1/6,2,5050,1160
0075393,T174062728,預訂,2018/1/5,1,5050,4120
0075394,M137788801,預訂,2018/1/7,3,5050,7160
0075395,K201846593,預訂,2018/1/7,3,5050,7160
0075396,Q271043257,預訂,2018/1/5,1,5050,4120
0075397,V243253266,預訂,2018/1/7,3,5050,7160
0075398,R134971639,預訂,2018/1/7,3,5050,7160
0075399,D280268806,預訂,2018/1/5,1,5050,4120
0075400,J140620487,預訂,2018/1/7,3,5050,7160
0075621,D227082753,預訂,2018/1/7,3,5050,7160
0075622,K215832267,預訂,2018/1/5,1,5050,4120
0075623,M296279545,預訂,2018/1/6,2,5050,1160
0075624,G164817588,預訂,2018/1/6,2,5050,1160
0075625,M236578910,預訂,2018/1/7,3,5050,7160
0075626,Z154284625,預訂,2018/1/7,3,5050,7160
0075627,G242786371,預訂,2018/1/5,1,5050,4120
0075628,J255279216,預訂,2018/1/6,2,5050,1160
0075629,L162734356,預訂,2018/1/7,3,5050,7160
0075630,A119850091,預訂,2018/1/5,1,5050,4120
0075631,Q259864538,預訂,2018/1/6,2,5050,1160
0075632,R148417826,預訂,2018/1/7,3,5050,7160
0075633,L251651044,預訂,2018/1/5,1,5050,4120
0075634,V226475786,預訂,2018/1/5,1,5050,4120
0075635,J205632718,預訂,2018/1/5,1,5050,4120
0075636,N149422453,預訂,2018/1/5,1,5050,4120
0075637,D109197768,預訂,2018/1/7,3,5050,7160
0075638,Q164458620,預訂,2018/1/7,3,5050,7160
0075907,R254530270,預訂,2018/1/7,3,5050,7160
0075908,O249088179,預訂,2018/1/5,1,5050,4120
0075909,R108202725,預訂,2018/1/6,2,5050,1160
0075910,T251857749,預訂,2018/1/5,1,5050,4120
0075911,H186193695,預訂,2018/1/6,2,5050,1160
0075912,V192295736,預訂,2018/1/5,1,5050,4120
0075913,N147032675,預訂,2018/1/5,1,5050,4120
0075914,U153244776,預訂,2018/1/6,2,5050,1160
0075915,E153218442,預訂,2018/1/6,2,5050,1160
0075916,A146999474,預訂,2018/1/5,1,5050,4120
0075917,P131466997,預訂,2018/1/6,2,5050,1160
0075918,Z116363510,預訂,2018/1/6,2,5050,1160
0075919,Q204129404,預訂,2018/1/6,2,5050,1160
0075920,L144038897,預訂,2018/1/6,2,5050,1160
0075921,J102874436,預訂,2018/1/6,2,5050,1160
0075922,T212064219,預訂,2018/1/6,2,5050,1160
0075923,D119674129,預訂,2018/1/6,2,5050,1160
0075108,V217917360,預訂,2018/1/7,3,5050,7160
0075109,K113107803,預訂,2018/1/6,2,5050,1160
0075110,C195060800,預訂,2018/1/6,2,5050,1160
0075111,L160042800,預訂,2018/1/7,3,5050,7160
0075114,T267826161,預訂,2018/1/6,2,5050,1160
0075116,O265172194,預訂,2018/1/5,1,5050,4120
0075117,L270213091,預訂,2018/1/6,2,5050,1160
0075118,Z164286168,預訂,2018/1/7,3,5050,7160
0075120,C253788234,預訂,2018/1/7,3,5050,7160
0075121,J163748817,預訂,2018/1/5,1,5050,4120
0075122,U171833977,預訂,2018/1/5,1,5050,4120
0075123,Q204392345,預訂,2018/1/6,2,5050,1160
0075125,K135168846,預訂,2018/1/6,2,5050,1160
0075126,O291671328,預訂,2018/1/5,1,5050,4120
0075127,T293461154,預訂,2018/1/7,3,5050,7160
0075129,H161771559,預訂,2018/1/7,3,5050,7160
0075130,Q150104575,預訂,2018/1/5,1,5050,4120
0075131,T228196759,預訂,2018/1/7,3,5050,7160
0075401,K234451755,預訂,2018/1/6,2,5050,1160
0075402,M172933175,預訂,2018/1/7,3,5050,7160
0075403,D272953403,預訂,2018/1/5,1,5050,4120
0075404,Q183776189,預訂,2018/1/5,1,5050,4120
0075405,P206584537,預訂,2018/1/5,1,5050,4120
0075406,Z171792859,預訂,2018/1/7,3,5050,7160
0075407,E228755121,預訂,2018/1/6,2,5050,1160
0075408,A207524159,預訂,2018/1/5,1,5050,4120
0075409,V134956583,預訂,2018/1/6,2,5050,1160
0075410,G193046511,預訂,2018/1/5,1,5050,4120
0075411,Z257743963,預訂,2018/1/5,1,5050,4120
0075412,F146476355,預訂,2018/1/6,2,5050,1160
0075413,Z288901100,預訂,2018/1/5,1,5050,4120
0075414,U267787928,預訂,2018/1/5,1,5050,4120
0075415,A219939017,預訂,2018/1/5,1,5050,4120
0075416,K297957225,預訂,2018/1/7,3,5050,7160
0075417,Z232233000,預訂,2018/1/6,2,5050,1160
0075418,B264761711,預訂,2018/1/5,1,5050,4120
0075639,U212766933,預訂,2018/1/7,3,5050,7160
0075640,I176781811,預訂,2018/1/6,2,5050,1160
0075641,T207689517,預訂,2018/1/6,2,5050,1160
0075642,H213034752,預訂,2018/1/7,3,5050,7160
0075643,G212543288,預訂,2018/1/7,3,5050,7160
0075644,H141940021,預訂,2018/1/7,3,5050,7160
0075645,L169148269,預訂,2018/1/7,3,5050,7160
0075646,V144822432,預訂,2018/1/5,1,5050,4120
0075647,F156711432,預訂,2018/1/5,1,5050,4120
0075648,J137426180,預訂,2018/1/7,3,5050,7160
0075649,K256505234,預訂,2018/1/7,3,5050,7160
0075650,C110546776,預訂,2018/1/7,3,5050,7160
0075651,T153206622,預訂,2018/1/5,1,5050,4120
0075652,G127251099,預訂,2018/1/7,3,5050,7160
0075653,U257684545,預訂,2018/1/5,1,5050,4120
0075654,T203955734,預訂,2018/1/5,1,5050,4120
0075655,M170452499,預訂,2018/1/5,1,5050,4120
0075656,N269891741,預訂,2018/1/5,1,5050,4120
0075924,M172193126,預訂,2018/1/6,2,5050,1160
0075925,Z199560480,預訂,2018/1/6,2,5050,1160
0075926,J267087906,預訂,2018/1/5,1,5050,4120
0075927,J209467048,預訂,2018/1/5,1,5050,4120
0075928,M263566444,預訂,2018/1/5,1,5050,4120
0075929,U105905526,預訂,2018/1/6,2,5050,1160
0075930,C103686087,預訂,2018/1/5,1,5050,4120
0075931,A211759615,預訂,2018/1/5,1,5050,4120
0075932,M107369923,預訂,2018/1/6,2,5050,1160
0075933,N237909554,預訂,2018/1/6,2,5050,1160
0075934,V130490413,預訂,2018/1/6,2,5050,1160
0075935,C204232478,預訂,2018/1/7,3,5050,7160
0075936,N161279045,預訂,2018/1/7,3,5050,7160
0075937,C197778350,預訂,2018/1/7,3,5050,7160
